5.000000000000000000e-01,0.000000000000000000e+00
5.000000000000000000e-01,-4.170445000754906616e+11
-2.085222500327453613e+10,-4.101126440443721924e+11
-4.135785720549314880e+10,-8.182751535496939697e+11
-8.227161488297784424e+10,-7.986341872128748779e+11
-1.222033242436215820e+11,-7.707523190266226807e+11
-1.607409401949527283e+11,-7.350425122024697266e+11
-1.974930658050762329e+11,-6.918168024040463867e+11
-2.320839059252785645e+11,-6.415967758018486328e+11
-2.641637447153710022e+11,-5.849355567000568848e+11
-2.934105225503738403e+11,-5.224634844684368286e+11
-3.195336967737956543e+11,-8.742546085581398926e+11
-3.632464272017026367e+11,-7.979747600888843994e+11
-4.031451652061468506e+11,-7.138232856983344727e+11
-4.388363294910635986e+11,-6.226862759254240723e+11
-4.699706432873347778e+11,-5.255068886558372803e+11
-4.962459877201266479e+11,-4.233079319748870850e+11
-5.174113843188709717e+11,-3.171944356770626221e+11
-5.332711061027241211e+11,-2.081122021237208862e+11
-5.436767162089101562e+11,-9.727355679987322998e+10
-5.485403940489038086e+11,-4.051212121595468140e+11
-5.687964546568811035e+11,-2.897798514321691895e+11
-5.832854472284895020e+11,-5.912444790538183594e+11
-6.128476711811804199e+11,-4.676460745297021484e+11
-6.362299749076655273e+11,-3.396382756132264404e+11
-6.532118886883269043e+11,-2.084948415456394043e+11
-6.636366307656088867e+11,-7.551451156928634644e+10
-6.674123563440732422e+11,5.803037815308580017e+10
-6.645108374364189453e+11,1.908426280385831909e+11
-6.549687060344897461e+11,3.215683486224328003e+11
-6.388902886033681641e+11,4.489129013831109619e+11
-6.164446435342126465e+11,5.716858509628712158e+11
-5.878603509860690918e+11,6.886848730113813477e+11
-5.534261073355000000e+11,7.987269785748398438e+11
-5.134897584067579956e+11,9.008139521619884033e+11
-4.684490607986585693e+11,9.938991381691788330e+11
-4.187541038901996460e+11,1.077102706629319702e+12
-3.648989685587336426e+11,1.149611662033519287e+12
-3.074183854570576782e+11,1.210707170528533936e+12
-2.468830269306309814e+11,1.259822953312069336e+12
-1.838918792650275269e+11,1.296454954089354248e+12
